"","20.0027.DNA","20.0027.RNA","20.0030.DNA","20.0030.RNA","20.0036.DNA","20.0036.RNA","20.0048.RNA","20.0052.DNA","20.0052.RNA","20.0071.DNA","20.0071.RNA","20.0078.DNA","20.0078.RNA","20.0095.DNA","20.0095.RNA","20.0103.DNA","20.0103.RNA","20.0115.DNA","20.0115.RNA","20.0123.DNA","20.0123.RNA","20.0140.DNA","20.0140.RNA","20.0143.DNA","20.0143.RNA","20.0148.DNA","20.0148.RNA","20.0150.DNA","20.0150.RNA","20.0166.DNA","20.0166.RNA","20.0171.DNA","20.0171.RNA","20.0180.RNA","20.0186.DNA","20.0210.DNA","20.0210.RNA","20.0219.DNA","20.0219.RNA","20.0224.DNA","20.0224.RNA","20.0226.DNA","20.0226.RNA","20.0235.DNA","20.0235.RNA","20.0240.DNA","20.0240.RNA","20.0250.DNA","20.0250.RNA","20.0255.DNA","20.0255.RNA","20.0256.DNA","20.0256.RNA","20.0283.DNA","20.0283.RNA","20.0290.DNA","20.0290.RNA","20.0311.DNA","20.0311.RNA","20.0324.DNA","20.0324.RNA","20.0327.DNA","20.0327.RNA","20.0331.DNA","20.0331.RNA","20.0335.DNA","20.0335.RNA","20.0351.DNA","20.0351.RNA","20.0360.DNA","20.0362.DNA","20.0400.DNA","20.0400.RNA","20.0418.DNA","20.0418.RNA","20.0425.DNA","20.0425.RNA","20.0426.DNA","20.0426.RNA","20.0442.DNA","20.0442.RNA","20.0454.DNA","20.0454.RNA","20.0466.DNA","20.0466.RNA","20.0474.DNA","20.0474.RNA","20.0479.DNA","20.0479.RNA","20.0503.DNA","20.0503.RNA","20.0506.DNA","20.0506.RNA","20.0515.DNA","20.0515.RNA","20.0524.DNA","20.0524.RNA","20.0536.RNA","20.0538.DNA","20.0538.RNA","20.0543.DNA","20.0543.RNA","20.0564.DNA","20.0564.RNA","20.0578.DNA","20.0578.RNA","20.0583.DNA","20.0583.RNA","20.0593.DNA","20.0593.RNA","20.0599.DNA","20.0599.RNA","20.0608.DNA","20.0608.RNA","20.0611.DNA","20.0611.RNA","20.0618.DNA","20.0618.RNA","20.0623.DNA","20.0623.RNA","20.0626.DNA","20.0626.RNA","20.0632.RNA"
"OTU857","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 22","  0","221","  0","  0","  0","131","  0","  0","  0","  0","147","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","100","  0","  0","  0","  0"," 48"," 46","  0","  0","116","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 42","  0"," 61","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 61","  0","  0","  0","  0","  0","  0"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","101","  0","  0","  0","  0","  0","  0","  0","  0"," 18","  0","  0","  0","  0","  0"
"OTU858"," 589"," 385","1124","  75"," 297"," 237"," 640"," 310"," 217","1795"," 112","  47"," 165","  97"," 559"," 623"," 368","   0","3689"," 813","1204"," 618"," 282","   0"," 476","  45"," 253","  84","  98","  79"," 709","   0"," 604"," 427"," 243","   0"," 660"," 133","2662"," 309","   0"," 250"," 309"," 205","  98","  26","1386","  28","  56","   0","  32"," 574","   0","  21"," 285","  97"," 112","   0","2495"," 139","   0","1423"," 846","   0","  23"," 323","   0","   0"," 665","  64"," 689","2177","1649"," 535"," 440","   0"," 189","2075","   0","  72"," 156","  62","1516","  75"," 255","   0","   0","   0"," 111","1776"," 735","   0"," 335","   0","   0","   0"," 848"," 285"," 221"," 374"," 154"," 476","   0","3056","  59"," 177","  54"," 400"," 101"," 698"," 512"," 213","   0","1281","  42","   0","   0"," 266"," 327","4099"," 615"," 292","  46"
"OTU859","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  9","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","122","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 48","  0","  0","  0"," 24","  0","  0"," 14","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 56"
"OTU860","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  0","  0","  0","  0","  0","  0","  0","126","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0"," 24","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  7","  0","131","  0","  0","  0"," 53","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU861","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 95","  0","  0","  0","  0","  0","  0","  0","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","254","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU862","   0","   0","   0","   0","   0"," 333","   0","   0","   0"," 321","  74","  22","   0","   0"," 361","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","  21"," 321","  57","   0","   0","   0","   0","  44","  16","   0","   0","   0"," 380","   0","   0","1089"," 294","  29"," 162","  34","   0","   0","  84","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 845","   0"," 121","   0"," 179","   0","   0","   0"," 256","   0","   0","  77","   0","   0","   0","  73","   0","   0","   0","   0","  31","   0"," 934","   0","   0","4510"," 149","  96","   0"," 140","   0","   0","   0"," 102","   0","  37"," 115","   0"," 213","   0","   0","   0","   0","   0","  37"," 214","   0","   0"," 198","   0","   0","   0","  46","   0","   0","  63","  72"," 460"
"OTU863"," 0"," 0"," 0"," 6"," 0","24"," 0"," 0"," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","30"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","16"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","14"," 0"," 0","16"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","54"," 0"," 0"," 0"," 0","20"," 0"," 0"," 0"," 0"," 0"," 0","13"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU864"," 62","  0","  0","  5","  0","  0","  0"," 30"," 23","  0","  0","  0","  0","  8","  0","  5","  0","  0","  0","  0"," 60"," 24","  0","  0","  0","  0"," 11"," 12","  0","  3","  0","  0","  0","  0","  0","  0"," 12"," 24","  0","  0"," 66"," 23","  0"," 14","  6"," 33","  0","  0","  0","  0","  0"," 18","  0","  0","  0","  6","  0","  0","  0","  6","  0","  0","  0","  0","  0"," 25"," 12","  0","  0","  0","  9","200","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 11","  0","  8"," 54","  8","  0","  0","  0","  0","  0","119","  0","  0","  0","  0","  0","  0","  0","  0"," 30","  0","  0"," 11","  3","  9","  0","  0"," 22","  0","  0","  0","  0","  0","  0","  0","  0","  0","  9","  0","  0"," 52","  0"
"OTU865"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","36"," 0"," 0"," 0","19"," 0","13"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0","47"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","18"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","28"," 0"," 0"," 0"," 0"," 0","19"," 0"," 0"," 0"," 0"," 0","25"," 0"," 0"," 0"," 0"," 0","19"," 0"," 0"," 0","20"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU866","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 41","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","138","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 13","  0","  0","  0","236","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU867"," 373"," 205","1139","   0"," 207"," 399","1873"," 920","3374","2494","1205"," 401"," 510"," 183","3472","2116","1517","   0"," 727","1277","1296","6985","3291","   0","  70","3070"," 235"," 281"," 123","1839"," 245","   0","2770"," 252"," 873","   0","1467","1031","  39"," 288"," 477"," 214","1774","1719"," 194","1683","1214","2132","1197","   0","2141","3049","1227"," 484","2588"," 310"," 256","  11","1706"," 264","   0","1080"," 704","  13","1226"," 314"," 271"," 833","4766"," 977"," 549","1912"," 984"," 739","  44","   5","2036"," 606","   0"," 269"," 127"," 268","1098"," 625","1253","   0"," 665","3335"," 415","1399"," 774"," 559"," 543","   0"," 787"," 168"," 719"," 734"," 493"," 387"," 570"," 136","   0","1710"," 167"," 302","1289"," 250"," 609"," 354","1019"," 825","   0"," 619"," 590","   0","   0"," 265"," 315"," 786","1710","1344","2131"
"OTU868","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 53","  0","  0","  0","  0"," 26","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 20","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 24","  9","  0","  0","  0","  0"," 24","  0"," 71","  0","  0","  0","  0","  0","  0","  0","118","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 81","  0","  0"," 19","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU869","  0","  0","  0","  0","  0","211"," 61","  0","169","  0","  0","  7","  0","  0","  0","103","318","  0","  0","189","187","339"," 37","  0","178","  0"," 34","  0","143","  0","164","  0"," 63","  0"," 22","  0","  0"," 86","  0","  0","617","  0"," 70","118","  0"," 18","  0","189","  0","  0","  0","  0","  0","  0","  0","  0"," 73","  0"," 54","  0","  0","246","579","  0","  0","  0"," 57","116"," 20","131","129","517","111"," 52"," 81","  0","133","  0","  0","  0"," 48","  0","  0"," 57","  0","  0","  0"," 18"," 27","  0"," 48","228","273","  0"," 30","  0","  0","  0","  0","  0"," 98","  0","  0","  0"," 46","  0","  0","  0"," 25","245","184"," 52","  0","108","  0","  0","  0","  0","448","882"," 52","459","  0"
"OTU870"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","27"," 0"," 0"," 0"," 2"," 0"," 0"," 0","27"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 8"," 4"," 0"," 0"," 0","33"," 0"," 0","33"," 0","16"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0","38"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","15"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 8"
"OTU871","  0","  0","  0","  0","156","  0","171","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 36","  0","  0","  0"," 53","178"," 84","  0","119"," 80"," 33"," 56","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","328","  0","826"," 18","  0","  0","  0","  0","  0","  0"," 76","  0","  0","  0","  0","  0","  0","  0","  0","  0","249","  0","  0","  0"," 76","  0","  0","  0","  0"," 39","  0","  0","  0","  0","  0","  0","  0","  0","136","  0","  0","  0"," 42","  0"," 62","  0","  0"," 80","  0","  0","  0","106","  0"," 44","  0","  0","  0","  0"," 53","  0","  0","  0","107","  0","  0","  0","  0","100","  0"," 53","508","  0","  0","  0","  0","  0","  0","  0","  0"," 55","  0","  0"
"OTU872","   0"," 278"," 226","   0","  16","   0"," 140","  68","  63","   0"," 183","   0","   0","  47","  34","   0"," 106","   0","   0","   0","   0","  15","  15","   0","  19","   0","   0","   0"," 112","  32"," 245","   0"," 124","   0","   0","   0","   0"," 101","   0"," 651"," 170","   0","  26","   0","   0","  19","   0","   9","  35","   0","  84"," 201","  25","   0","   0","   0","   0","   0","   0","  94","   0","   0","  35","   0","   0","   0","  23","  10","   0","  22","   0","2216","  33","   0","  93","   0","  80","   0","   0","   0"," 113","   0","  16","   0","  56","   0","  20","   0"," 115"," 338","  93","  85","   0","   0"," 146","   0"," 627","  85","   0","   0","   0","   0","   0"," 447","   0","   0","  50","   0","  49","   0","  39","   0","   0","   0","   0","   0","   0","  28","  21","5517","   0","   0","  18"
"OTU873","  11","   0","   0","4762","   0"," 563","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","   2","   0","   0","   0","   0","  24","   0","   0","   0","   2","   0","   0","  78","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3"," 229","   0","   0","   0","  13","   0","   0","   0","   0","  20","   0","   3","   0","   2","  20","   0","   0","   0","   0","   0","   0","   0","   4","  40","   0","  66","   0","  80","   0"," 833","   2","   0","   0","   0","   0","   0"," 321","   0","   6","   0","   0","   0"," 317"," 196"," 131","  94","   0","   0","  16"," 175","   0","   0","   0","  31","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0"," 307","   0"
"OTU874"," 130","2174"," 146","  45"," 200","1416"," 706","   0"," 565"," 416","1257","  47","   0","   0","1415","  36","1068","   0"," 446","1376"," 320","1407"," 378","   0","1067"," 978"," 205"," 340","   0","1272"," 561","   0"," 475","   0"," 476","   0"," 461","  84"," 339","2249"," 779"," 182","2747","5701"," 224"," 691","   0","2928"," 597","   0"," 978","1184","1171","   0","   0"," 148","  99","   0","   0","  36","2472"," 982","   0","   0","   0"," 455","   0"," 408"," 494"," 741","1078"," 923","2141"," 929"," 505","   0","1813","   0","   0","  50","  43"," 160","   0"," 234","  53"," 122"," 468","1194"," 572","1663"," 995"," 129"," 574","   0"," 709","   0"," 204","   0"," 813","   0"," 113"," 115","   0","1134"," 499","  92"," 998"," 221"," 687","1121"," 126","1297","   0"," 691","  19"," 288","   0","  57"," 143"," 172"," 529"," 341"," 674"
"OTU875","  0","  0","  0","  0","  0","  0","263","  0","  0","  0","  0","  0"," 20"," 13","  0","  0","  0","  0","  0"," 18","  0","317","143","  0","  0"," 36","  0","  0","  0"," 20","  0","  0","  0","  0"," 22","  0","  0","  0"," 76","  0","  0","  0"," 30"," 19","  0"," 71","  0"," 22","  0","  0","  0"," 34"," 25","  0","  0"," 64","  0","  0","  0","  0","  0"," 29","  0","  0"," 22"," 90","  0"," 16"," 36","  0"," 77","  0"," 11","  0","  0","  0","  0","  0","  0","  0"," 14"," 27","  0","  0","  0"," 27","283","  0"," 36","  0","121","  0","  0","  0","  0","  0","  0","  0"," 21","  0"," 19"," 45","  0","257"," 55","  8"," 81","  0"," 24","  0"," 64"," 21","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU876","  0","  0","  0","  0","  0","156","  0","  0"," 84","  0","212","  0","  0","  0","  0","  0","  0","  0","201","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 38","  0","  0","  0","  0"," 37","  0","  0"," 22","  0","  0","  0","  0","  0"," 29","  0","  0"," 33","  0","  0","  0","105","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 18","  0"," 14","  0","  0","  0","  0"," 46","  0","189","  0","  0","  0","  0","  0","  0","  0"," 35","  0","  0","261","413","144","  0","  0"," 45","  0"," 93","  0","  0","  0","  0","  0"," 27","  0","  0","  9","  0","  0"," 60","  0","528","  0","  0"," 17","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","163"
"OTU877","  0","  0","  0","  0","  0","  0"," 22","  0","  0","  0","  0","  0","  0","  0","260","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  0"," 25","  6","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 29","  0","  0","  0","  0","  0","  0","166","206","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 26","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 20","  0","  0","  0","  0","  0","  0","  0"," 63"," 57","  0","  0"
"OTU878"," 47","201","  0","  0"," 25","393"," 51","  0","  0","  0"," 10","  0","  0"," 24","  0","  0","  0","  0","  0"," 11","  0"," 18","  0","  0","  0"," 23","  0"," 22","  0"," 81","  0","  0","  0"," 20","  9","  0","  0","163","  0"," 64"," 12","  0","  0","188"," 28"," 11","  0","  0"," 33","  0","180","174"," 56","243","  0","  0","  0","  0"," 24","  0","  0","  0","  0","  0"," 86"," 25"," 40","  0","165","  8"," 38","251","  0","  0","  0","  0"," 86","  0","  0"," 46","  0","  9"," 86"," 15","  0","  0","  0","  0","  0","  0","  0","180"," 16","  0","  0","  0","  0","276","134"," 49"," 93","  0","  0","  0"," 40","  0"," 17","  0","  0"," 32"," 77"," 56","  0","  0","115","  0","  0"," 38","  0","  0","  0"," 72","  0"
"OTU879"," 411","   0","   0","   0","   0"," 163","  53","   0","   0"," 797"," 127","   0","  51","   0","   0","  75"," 560","   0","   0"," 558"," 845"," 289","   0","   0","   0"," 269","   0","   0","   0"," 627"," 210","   0"," 362","   0"," 113","   0","  40","   0"," 234"," 552","   0","   0"," 128","  86","   0","  18","   0"," 159"," 137","   0"," 401"," 815"," 778","   0","   0"," 190","   0","   0","  90","   0","   0","  43","  36","   0"," 221"," 134","   0","   0"," 549","   0","  67"," 275","   0"," 117"," 134","   0"," 233","   0","   0","   0","   0","1124","  47","   0"," 637","   0","   0","  78","   0"," 174","  55","  87"," 184","   0","   0","   0","   0","   0","  58","   0"," 508","   0","   0","  51","   0","1344","  39"," 123","   0","   0","  51","   0","   0","   0","   0","   0","   0","   0","  31","   0","  47","   0"," 102"
"OTU880","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 23","  7","  0","  0","  0","  0","  0"," 55","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","409","  0","  0","  0","  0","  0","  0","  0"," 67","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 46","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU881","108","381","  0","  0"," 35"," 11","106"," 35","  0","  0","  0","  0","  0"," 30","  0"," 13","  0","  0","  0","110"," 16","126","  0","  0","  3","  0","  0","  7"," 81"," 43","  7","  0","  0","  0"," 35","  0"," 42"," 29","227","578","  0","  0"," 11","  0"," 22"," 62","  0"," 25","  0","  0"," 34"," 28"," 42","  0","  0","  0","  0","  0","  0"," 25","  0"," 80","  0","  0","  0"," 30","  0"," 14","  0","  9"," 73","  0"," 21","  0","  0","  0"," 19","  0","  0","  0"," 58","192","  0"," 33","  0","  0","  0"," 28"," 22","  0"," 55"," 16","  0","  0","  5","823","  0","  0"," 69","  0","  0","  0","  0"," 84"," 10","159"," 13"," 29"," 41","  0"," 93","  0","  0","  0","  0","  2","  0"," 34"," 32","  0","  0"," 65","  0"
"OTU882","133","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","253","  0","  0","  0"," 19","  0","  0","  0","  0"," 27","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU883","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","232","  0","  0","  0","  0","  0","471","  0","  0","120","  0","314","  0","  0","  0","147","  0","  0","  0","130","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 62"," 78","  0","109","  0","127","  0","  0","  0"," 98"," 64","  0"," 21","  0","  0","  0","  0"," 41","  0","  0","  0","  0","138","  0","  0"," 55","  0","132","  0","  0","  0","  0"," 42","  0","  0","  0","  0","  0"," 85","  0","  0"," 99","  0","  0"," 45"," 66","  0","  0"," 29","  0","101","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 46","  0","695","  0"," 40","  0","  0"," 17","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU884","  0","  0","  0","  0","  0","  0","370","  0"," 32","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 25","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  9","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
